SMILES,MW,LogP,NumHDonors,NumHAcceptors,TPSA,Solubility
NNONCNCNNONOO,199.17100000000002,-3.6744999999999983,8,11,146.12,-2.7497028328695032
NCOCONNNNOO,169.14100000000002,-2.683699999999999,6,9,122.06000000000002,-4.145727927091961
OOCOCCONO,139.107,-0.6395,3,6,80.18,-2.302159007126246
CNCCCONCONOONC,210.234,-1.406599999999998,4,8,85.04,-2.3928309715743317
ONONOOC,110.069,-1.1056000000000001,3,6,71.98,-2.3987488659529466
CNNNCNC,104.15700000000001,-1.6080999999999992,4,4,48.12,-2.8804594925654508
OCONNNNCOCO,168.153,-3.1048999999999984,6,8,107.04,-1.756447742195928
OCCONOCOO,139.107,-1.1213999999999993,3,6,80.18,-1.5945596587776305
NOOOCONOONNC,186.12400000000002,-2.2791999999999994,4,10,117.49000000000002,-0.34039335338230803
OCOCNN,92.098,-1.6263999999999994,3,4,67.51,-0.937578516934048
CCNCCNOC,118.17999999999999,-0.25309999999999966,2,3,33.29,-1.8320963947338211
NONOCO,94.07,-1.7372999999999998,3,5,76.74000000000001,-2.8744563287173106
CONOO,79.05499999999999,-0.458,2,4,50.72,-1.8788307991069875
CNONONNOONOONC,216.15400000000002,-3.0517999999999983,6,12,127.56000000000002,-3.0847315358609695
NONNNCCOCNOCC,195.22299999999998,-2.094299999999997,5,8,101.83000000000001,-3.372907469074338
NCNOOCO,108.097,-1.6948,3,5,76.74000000000001,-0.43746046951514694
CCNNNCN,104.15700000000001,-1.4786999999999992,4,4,62.11,-2.080357446509796
CCONNONCN,136.15499999999997,-1.615499999999999,4,6,80.57,-1.6922999486530992
COCCNC,89.13799999999999,-0.14780000000000015,1,2,21.259999999999998,-1.456567088221352
NOCCC,75.111,0.28669999999999995,1,2,35.25,-3.4992560850644514
CCOOONCN,122.12400000000001,-0.6930999999999998,2,5,65.74,-1.526702878212789
OCNONCNNC,136.155,-2.3564999999999987,5,6,77.58,-0.7836704695360044
COONOCOONO,156.094,-1.1999,3,8,90.44000000000001,-3.2635977578658864
OCCCON,91.11000000000001,-0.7409000000000001,2,3,55.480000000000004,-1.1616397183794804
CCNCCN,88.15400000000001,-0.4454000000000002,2,2,38.05,-3.3716280506926264
NOONCONNNCC,167.16899999999998,-2.1792999999999987,5,8,101.83000000000001,0.2743386906934049
CNOOOONOONOOON,220.094,-2.5268999999999995,4,13,145.18000000000004,-1.1465818575232862
CONCNCCON,135.16699999999997,-1.425199999999999,3,5,68.53999999999999,-1.7991591573143157
ONNCNNCCNNNC,179.22800000000004,-3.2498999999999985,8,8,104.44,-0.769142125971799
COOCCON,107.10900000000001,-0.5452999999999999,1,4,53.71,-0.3838922429014189
CNCNOC,90.12599999999999,-0.6857000000000002,2,3,33.29,-1.8339373539407096
ONNNNOOOOO,158.07,-2.3216,6,10,125.50000000000001,-1.2074151241732867
CNONC,76.099,-0.7282000000000002,2,3,33.29,-1.1193779717098704
CNCOCCNCCCC,160.261,0.5695999999999994,2,3,33.29,-2.7345678669644053
CNCONC,90.12599999999999,-0.6857000000000002,2,3,33.29,-3.082136928587331
CCONCOOCOC,151.162,0.03709999999999991,1,5,48.95,-3.8432074749355998
OCOCONC,107.109,-0.9387000000000001,2,4,50.72,-1.19325154378092
CCNNOOCOOCC,166.17699999999996,-0.11070000000000046,2,6,60.980000000000004,-1.7794597949844824
OOCCOONC,123.10799999999999,-0.4414,2,5,59.95,-2.252196147462791
NCCNCOCCO,134.179,-1.4989,3,4,67.51,-2.7168448739459454
CNCOCCCOCCCON,192.25899999999996,-0.132999999999999,2,5,65.74,-1.5283174705567413
CNONOOCON,139.111,-1.6469999999999994,3,7,87.0,-2.5677260601514647
NOCONONOOCN,170.12499999999997,-2.4289999999999994,4,9,122.25000000000001,-1.371434309145119
COONNCCNCONOCC,210.23399999999998,-1.4065999999999985,4,8,85.04,-1.658474834293898
CNONNCCCNCOO,180.208,-1.4265999999999983,5,7,86.81,-2.3581247464314288
OCCCO,76.095,-0.6389,2,2,40.46,-1.432382001063324
COCCONCO,121.136,-0.8962000000000001,2,4,50.72,-2.6522013260230817
NCNNOCCNNC,149.198,-2.347599999999999,5,6,83.37,-1.3161104814658542
ONOCNN,93.08600000000001,-1.6823999999999995,4,5,79.53999999999999,-1.9689783421850453
CNNOCOCCNONOCO,212.20600000000002,-2.476699999999998,5,9,105.27000000000001,-2.381547051732171
OCOCONCCCNCNN,194.235,-2.1679999999999975,5,7,100.8,-1.9325539083995904
OCONCCNCCCCO,178.23199999999997,-1.180499999999999,4,5,73.75,-2.791601259689653
CNNCNN,90.13000000000001,-1.8687999999999994,4,4,62.11,-2.6531551290842375
OOCCCNONNCCNCN,209.24999999999997,-2.097699999999998,6,8,112.83,-1.791131022252748
OONNCCNC,121.14,-1.2953999999999999,4,5,65.55,-1.203870847935201
CCNCNOONCN,150.18199999999996,-1.5729999999999986,4,6,80.57,-0.9229020565148196
NNNNNCCCOONC,180.21200000000002,-2.563799999999998,6,8,104.63000000000001,-2.852145142049094
ONNNNC,92.102,-1.8911999999999998,5,5,68.35,-2.7203034730297926
ONOCCO,93.08200000000001,-1.1109,3,4,61.72,-2.9750908610160103
ONCCOONCCONNNO,213.19400000000005,-2.662399999999999,7,10,128.3,-2.4686765584098525
CNNOCN,91.11400000000002,-1.4417999999999993,3,4,59.31,-3.4346261407197236
CNNNNOOOCNNOO,200.155,-3.0292999999999983,7,11,129.33,-2.323347343536645
OOONOCNC,124.09599999999999,-0.9793000000000001,3,6,71.98,-1.7437482872839096
CCCCONC,103.16499999999999,0.9375,1,2,21.259999999999998,-1.4642084513146343
OOCCNNC,106.12499999999999,-0.8,3,4,53.52,-0.7208479505536309
OCOOCNCCOCNCO,196.203,-2.054999999999998,4,7,92.21000000000001,-1.806863883022199
COCOOOOCOC,154.118,0.005600000000000049,0,6,55.38000000000001,-0.8425918954521938
CCOOCOON,123.108,-0.2660999999999999,1,5,62.94,-0.136633580417439
NNNOCOCCNOOON,199.167,-2.881899999999999,5,10,134.28000000000003,-1.5809299919812798
NOOOOC,95.05399999999999,-0.6987000000000001,1,5,62.94000000000001,-2.0200529426801324
NNONC,77.087,-1.4843,3,4,59.31,-2.130815099632377
CCNNCNOOONOCC,196.207,-1.101499999999999,4,8,85.04,-3.6373856144237173
COOCONCCNCCO,180.20399999999998,-1.3749999999999991,3,6,71.98,-1.6112673280661454
OCOOCOO,110.065,-0.6685000000000001,2,5,68.15,-1.5031033381535168
OONONCCCC,136.151,0.21689999999999965,3,5,62.75,-3.0610972657067195
NNNOCCC,105.141,-0.7041000000000006,3,4,59.31,-3.0431370415069763
NCCCOO,91.10999999999999,-0.17519999999999986,2,3,55.480000000000004,-1.6847903848900598
ONOOONCCCCC,166.177,0.4547999999999994,3,6,71.98,-3.3647606468623295
NNCNCCCNCNOO,179.22400000000002,-2.071799999999998,6,7,103.60000000000001,-2.622792531345906
NONNO,79.059,-1.7248999999999999,4,5,79.54,-1.174350338785239
COOCNCOCOO,153.134,-0.4673000000000001,2,6,69.18,-2.8468206691028444
CNOOCCOOC,137.135,-0.3530000000000002,1,5,48.95,-0.43659410809448884
ONCCCOON,122.12400000000001,-0.8228000000000004,3,5,76.74,-3.2955981174561755
NCNNCNNNC,134.187,-2.817099999999999,6,6,86.17,-1.4875567720013163
NOOCOOCON,140.09499999999997,-1.4381999999999997,2,7,98.19000000000001,-1.567182193942053
COOCONNOC,138.123,-0.8908999999999998,2,6,60.980000000000004,-1.0551055733598225
NOOCCNO,108.097,-1.2129,3,5,76.74000000000001,-1.2636623505570412
NNOONCCNCCNNCN,209.254,-3.5824999999999987,7,9,130.65,-3.2665709645808123
OCNCNCO,106.12499999999999,-1.9772999999999996,4,4,64.52,-2.595727302243411
COOOCOCCONN,168.14900000000003,-1.1349999999999985,2,7,84.2,-3.4565430597779176
NCCNNC,89.14199999999998,-1.3308999999999995,3,3,50.08,-2.655162124957903
OOCON,79.055,-0.6762000000000001,2,4,64.71,-1.563685278265559
NCNOCO,92.098,-1.6263999999999998,3,4,67.51,-2.642558354634164
NCNOCCN,105.14100000000002,-1.6174999999999988,3,4,73.3,-1.664558253479011
NCNNNC,90.13,-1.8687999999999998,4,4,62.11,-1.0704002885668602
OCNNCC,90.126,-0.9497000000000004,3,3,44.29,-2.628699077952567
COOCNNCO,122.12399999999998,-1.4340999999999995,3,5,62.75,-1.4360154328297243
COONNONNCNO,169.14100000000002,-2.549299999999999,6,9,108.07000000000001,-2.5174001726673216
CNCOOOONN,139.111,-1.6469999999999994,3,7,87.0,-1.9191374120450884
OCONOCON,124.096,-1.7631999999999994,3,6,85.97,0.7561952327143389
COCCCNNNCNC,162.23700000000002,-1.201399999999998,4,5,57.35,-2.97256398856011
ONCNOCONCOONNO,215.16600000000003,-2.773299999999999,7,11,137.53,-2.1544010207676902
COOOOCNNCNCOC,197.191,-1.3696999999999993,3,8,82.24000000000001,-1.6362858035860397
NONCNO,93.08599999999998,-1.6823999999999995,4,5,79.54,-1.1195056766227531
OOCNCNOOC,138.123,-0.9368000000000003,3,6,71.98,-2.4537269876943113
NOCCCOONNC,151.166,-1.145999999999999,3,6,77.77000000000001,-2.1171149419957063
OONNONNOCNNNCN,214.186,-4.1699,9,12,158.15,-2.8076896689767916
OONNNCCNNON,168.157,-3.1106999999999987,7,9,124.86,-0.8946216381976693
ONOONC,94.07000000000001,-1.0372000000000001,3,5,62.75,-3.0327732494245994
ONCCCNOCOCCC,178.23199999999997,0.2605999999999995,3,5,62.75,-0.6651968525035443
OCOCCOCONNOCC,196.203,-1.095799999999999,3,7,81.21000000000001,-3.083409261987426
OCNCNOOO,124.09599999999998,-1.5908999999999995,4,6,82.98,-0.5729126570682948
COOOCN,93.08200000000002,-0.5877999999999999,1,4,53.71,-2.4284620939223944
NCNNOCO,107.11299999999999,-2.1218000000000004,4,5,79.54,0.18889545479650316
CCOOO,78.067,0.4275,1,3,38.69,-1.4196203154514926
OCNCNO,92.09799999999998,-1.5378999999999998,4,4,64.52,-2.4980191002406578
CNCNCCCONOO,165.193,-0.9311999999999989,4,6,74.78,-2.0794004149358263
CCOOOOONO,141.079,-0.35690000000000016,2,7,78.41000000000001,-2.7296448975590537
NCCOONOCNNCCNC,209.25,-2.3993999999999973,5,8,101.83000000000001,-0.24603298297784715
OONONOOO,128.04,-1.2469999999999999,4,8,101.44000000000001,0.2692096577402947
OCCNNCOCO,136.151,-2.0031999999999988,4,5,73.75,-3.8631721859759613
ONCCCCNC,118.18,-0.03519999999999984,3,3,44.29,-1.3271405994796315
OCCONOCCCONNC,195.21900000000002,-1.5227999999999982,4,7,84.01,-3.949697888792544
CONNNONCCNNO,182.18400000000003,-2.933799999999999,7,9,110.87,-0.38078726986302947
NOCONCNOO,139.11100000000002,-1.6928999999999998,4,7,98.00000000000001,-1.707786869497354
NCOONNOOOCNN,185.14,-2.9243999999999994,5,10,134.28000000000003,-2.1393908386857468
NCCCCCN,102.18100000000001,0.07410000000000017,2,2,52.04,-2.3185082601993807
OCCCCNNNO,135.16700000000003,-1.253099999999999,5,5,76.55,-2.422706197195614
NCONOCNNONOC,183.168,-2.595299999999998,5,9,111.06000000000002,-2.300441937590654
OOONC,79.05499999999999,-0.45799999999999996,2,4,50.72,-2.0555938066505495
COOCCCNCOCNCC,192.259,0.08520000000000083,2,5,51.75,-2.2586069974163214
NNONNNNCOO,154.13,-3.153199999999999,7,9,124.86000000000001,-3.058027867737687
CNNCOCCCCC,146.234,0.8746999999999994,2,3,33.29,-2.579528691278685
ONOONN,95.05800000000002,-1.7933000000000003,4,6,88.77,-1.2292501439417487
CONCNCCO,120.15199999999999,-1.3232,3,4,53.519999999999996,-0.877917506435093
NNCCCCOCOCN,163.22099999999998,-0.8631999999999986,3,5,82.53,-1.5687999098148673
NCCONOCCOCNO,181.192,-1.6491999999999978,4,7,98.00000000000001,-1.576655654206621
COCOCONNONO,169.13700000000003,-1.5843999999999987,4,8,93.24000000000001,-1.7233411884767262
COONCCONCO,152.15,-1.4599999999999997,3,6,71.98,-2.4112087484983746
NNCOOONON,140.099,-2.4030999999999993,4,8,113.02000000000001,-2.7967257978459896
CCCONNNNO,136.155,-1.1793999999999984,5,6,77.58,-3.2550206491538054
NCCNON,91.114,-1.6599999999999993,3,4,73.3,-2.568072380817699
OONCOC,93.082,-0.4155,2,4,50.72,-1.2243583618732308
ONNONNONNCOC,184.15599999999998,-3.044699999999999,7,10,120.10000000000001,-2.485608932679686
OCNCCO,91.11,-1.4819000000000002,3,3,52.489999999999995,-1.5472217747184758
OONNNOC,109.085,-1.4488,4,6,74.78,-2.633117616259831
CNCCNO,90.12599999999998,-0.8153999999999997,3,3,44.29,-1.237926652557831
OOOOONC,111.053,-0.5948,2,6,69.18,-1.025979764471312
CNOCOCCNNO,151.16600000000003,-1.4050999999999982,4,6,74.78,-1.4169330407403873
NNOCON,93.08600000000001,-1.7708999999999993,3,5,82.53,-2.2912807469781047
NONNCNNN,122.13200000000002,-3.1887,6,7,109.39,-2.3396430543081053
CCONOO,93.082,-0.06790000000000007,2,4,50.72,-2.5862798249430203
CNOOCNOOONO,171.109,-1.6952999999999996,4,9,102.47000000000001,-1.6297138154490498
COCOCOCOON,153.134,-0.6395999999999997,1,6,72.17,-2.1148984658471655
NOONOONCONNC,185.14000000000001,-2.706199999999999,5,10,120.29000000000002,-3.5258804808858515
OOCOCCCCNONCNC,209.246,-0.5669999999999991,4,7,84.01,-2.6683666123564933
NCNCNNOC,120.15599999999998,-1.8946999999999987,4,5,71.34,-1.0236501670437466
CNONNNNOCN,152.158,-2.9963999999999995,6,8,104.63,-3.4753973307413575
CCNCC,73.139,0.6157999999999999,1,1,12.03,-2.0408782993719887
OCNCCCNNOCNNOC,209.25000000000003,-2.4451999999999963,6,8,98.84,-1.2170166668984583
NOOCN,78.071,-1.2755,2,4,70.5,-3.353957576849008
ONNCN,77.087,-1.6139999999999999,4,4,70.31,-0.6255185887779351
ONNON,79.05900000000001,-1.7248999999999999,4,5,79.53999999999999,-2.7067209910647483
OONCNNCNON,153.142,-2.6152999999999995,6,8,112.83,-2.450976712530427
ONOCOCCCCCON,180.20399999999998,-0.06850000000000012,3,6,85.97,-2.528976886767028
NNOON,79.05900000000001,-1.8134000000000001,3,5,82.53,-2.9264378223834298
CNOOONOO,126.06799999999998,-1.0901999999999998,3,7,81.21000000000001,-1.4353855065772643
CNNOCCOOCOCO,182.176,-1.4858999999999993,3,7,81.21000000000001,-1.3044879606408113
NCNNOCCCNCOCN,193.25099999999998,-2.2015999999999982,5,7,106.59,-3.1792801124301757
NCNNCCOOOO,153.138,-1.6503999999999996,4,7,98.00000000000001,-2.6945083322032817
NCCNO,76.09899999999999,-1.0761000000000003,3,3,58.28,-1.8590187579290502
CCCNCCOOOCONO,196.203,-0.2662999999999994,3,7,81.21000000000001,-1.7660866566814593
OONCCNNNCNO,167.169,-2.4842999999999984,7,8,109.84,-0.0422613214800267
NNNNNN,92.10600000000001,-3.1628000000000007,6,6,100.16,-3.924465811776061
CNONNNCCONN,166.185,-2.953899999999999,6,8,104.63,-2.817408339622611
OONONONCOOCOO,203.10699999999997,-1.7941999999999991,5,11,131.93,-1.9096569488728357
ONOCNCCNOOOCO,199.16299999999998,-2.2218999999999984,5,9,113.47000000000001,-1.5822834225454454
CNCONO,92.09799999999998,-0.9263000000000003,3,4,53.519999999999996,-3.3237962596822825
OCNNONNN,123.11600000000001,-3.155099999999999,6,7,103.6,-4.134051228409936
OOCCOCNOCO,153.134,-1.0789,3,6,80.18,0.23637657100452714
CNCOONO,108.097,-0.9946999999999997,3,5,62.75,-3.0824171232329407
NONONON,110.07300000000001,-2.3772,4,7,103.79,-0.41477838483958807
ONNOCOOCCC,152.15,-0.2829000000000004,3,6,71.98,-0.3297235932019358
ONCONONOCOO,171.10899999999998,-1.7411999999999992,5,9,113.47000000000001,-2.5632332173256245
NNCNOCCCONNCN,194.239,-2.7394999999999987,6,8,118.62,-2.0070061636230467
OCCCCNOOONC,166.17700000000002,-0.7222999999999995,3,6,71.98,-1.884089808391047
COCNNNONON,153.142,-2.569399999999999,5,8,101.83,-2.8059524355996457
NCCCNCNONOC,164.20899999999997,-1.5304999999999989,4,6,80.57000000000001,-2.705269767415965
NOCOCONOO,140.095,-1.2658999999999998,3,7,95.20000000000002,-2.0456044815428855
OOOCONNCNONOCN,215.166,-2.7779999999999987,6,11,140.52,-4.3740151151611
ONOCCNCOCCNOC,195.219,-1.3884999999999987,4,7,84.01,-2.969711608123274
CNNNNCNNO,136.15900000000002,-2.8394999999999992,7,7,92.41,-3.531040557808142
OOOCNO,95.05399999999999,-0.6560999999999999,3,5,70.95,-2.141197953955724
NCOCONNOOCNCCC,210.23399999999998,-1.2771999999999992,4,8,99.03000000000002,-0.9508348508925639
CNCONONO,123.11199999999998,-1.490099999999999,4,6,74.78,-3.76150298295191
CNOOCCON,122.12400000000001,-1.0406999999999993,2,5,65.74,-2.077352254380277
OCNOCONNCCC,165.19299999999998,-1.1493,4,6,74.78,-1.8311280684660858
NNONNNCNOO,154.13,-3.153199999999999,7,9,124.86000000000001,-1.6715985021226236
NCONONNCNNONC,197.19900000000004,-3.517699999999998,7,10,125.89000000000001,-2.3408467595646454
NOOOONC,110.06899999999999,-1.1941000000000004,2,6,74.97000000000001,-1.5889988528532455
CNOOCONNC,137.139,-1.3178999999999996,3,6,63.78,-1.7263684344134642
CONOOOCCON,154.12199999999999,-1.1774999999999993,2,7,84.2,-2.4427810926148674
CONOCNONOOOCN,200.15099999999998,-2.236699999999999,4,10,117.49000000000001,-2.1785858603171246
ONNCC,76.099,-0.5103000000000002,3,3,44.29,-0.6214817847069132
NOONC,78.071,-1.0573,2,4,56.510000000000005,-2.433300403466043
NCONOONOCONOCN,215.16599999999997,-2.9502999999999986,5,11,143.51000000000002,-0.6853753770456186
CONCNNNNCOC,165.19699999999997,-2.197799999999998,5,7,78.61,-1.379041274726695
NCOOCCNOONCCC,195.219,-0.7817999999999994,3,7,87.00000000000001,-1.5599685957044132
NNCON,77.087,-1.7024999999999997,3,4,73.3,-1.5072475550618614
NCNNOOCNCN,151.17,-2.6766999999999994,5,7,106.59,-1.2932924092018032
OOONNCCOCNOC,183.164,-1.4580999999999988,4,8,93.24000000000001,-3.588328115232082
NCNOOOOOCOOCOO,218.11799999999997,-1.4969999999999994,3,11,132.12000000000003,-2.2461412637039313
ONCOCNCONONN,183.168,-2.7249999999999988,6,9,122.06,-2.720736074006368
NOCNNNN,107.117,-2.6933,5,6,97.36,-1.1972135515541362
ONONONCCN,138.127,-2.2036999999999995,5,7,100.8,-3.6903485290144262
NONCOOCCCCCO,180.20399999999998,-0.5504000000000002,3,6,85.97000000000001,-1.0234261990741929
CCONNOO,108.09699999999998,-0.5633000000000001,3,5,62.75,-1.0666291316323253
NOONNONNCOOCC,199.16699999999997,-2.316099999999998,5,10,120.29000000000002,-1.541080570850222
ONCOCCOCO,137.13500000000002,-1.0943,3,5,70.95,-0.764506839590364
NCCONOO,108.09699999999998,-1.1291,3,5,76.74000000000001,-2.4901627303534433
NCOOONCNCOONC,198.179,-2.125799999999998,4,9,108.26000000000002,-2.671170543305518
NOOOCOONNOONO,204.095,-2.5881999999999996,5,12,146.95000000000002,-2.993929518200385
CCCNCNC,102.181,0.16289999999999988,2,2,24.06,-0.4668367076403339
COCCNC,89.13799999999999,-0.14780000000000015,1,2,21.259999999999998,-2.8281639133984173
NCCOOCOC,121.13599999999998,-0.5027999999999999,1,4,53.71000000000001,-4.02861554528188
NNCNNNNNO,137.14700000000002,-3.5956,8,8,118.43,-2.1153163882493646
CNNONCNC,120.156,-1.6764999999999997,4,5,57.35,-0.9679945865721626
ONOOCCOCNCCO,182.176,-1.6155999999999993,4,7,92.21000000000001,-1.321950202651165
CCOOONNOONN,170.125,-1.863199999999999,4,9,108.26,-3.575921019371898
NCNOONOOOONC,186.124,-2.2791999999999994,4,10,117.49000000000002,-1.6904027704200577
OCOONCO,109.08099999999999,-1.6612,3,5,70.95,-1.37050427856214
NOOCOOCOOONCO,202.119,-1.994299999999999,3,10,122.89000000000003,-1.2323080135764894
COCCOCNO,121.136,-0.41430000000000006,2,4,50.72,-2.3212971887459086
OOCOCN,93.08200000000001,-0.6337000000000002,2,4,64.71,-2.3285120398618524
OOONONCCNCC,167.165,-1.0421000000000002,4,7,84.01,-3.260204067160921
CONNOCC,106.125,-0.4065000000000003,2,4,42.519999999999996,-1.7630018852506362
CCCONOOCOCCC,179.21599999999995,1.1648999999999998,1,5,48.95,-1.0391428712395427
OCOOON,95.05400000000002,-1.3103000000000002,2,5,73.94,-1.6456307609102936
NNOOCNCNOCNC,181.196,-2.484399999999998,5,8,101.83000000000001,-3.7805497345202723
NCCONOC,106.12499999999999,-0.9722999999999999,2,4,56.510000000000005,-3.167276124839489
NCNNOOO,109.08499999999998,-1.6669999999999998,4,6,88.77000000000001,-0.6670372457940952
COCONCCCOO,151.162,-0.008800000000000197,2,5,59.95,-2.232688962228187
ONNNONNOOCNNCC,213.198,-3.1499999999999986,8,11,132.13,-3.808088297161278
NNNONNNOOCN,169.14499999999998,-3.8209,7,10,139.88000000000002,-1.9274991738940135
ONCNC,76.099,-0.8579000000000001,3,3,44.29,-3.9458277379081883
COCCCOCCOON,165.189,-0.13860000000000017,1,5,62.94,-2.9192014359660945
CNOONNNOCOO,170.125,-2.038499999999999,5,9,105.27000000000001,-1.7708329436395185
CNOOCNNCOOC,167.165,-1.3437999999999992,3,7,73.01,-1.4877662228471558
OCNCCCOCNO,150.17800000000003,-1.1311999999999989,4,5,73.75,-2.6829575346757646
CCNCO,75.11099999999999,-0.45430000000000004,2,2,32.26,-2.6746250297746097
OOOONCNN,125.08400000000002,-1.7353999999999994,4,7,98.0,-2.4601578017758845
CCCCCNCO,117.192,0.716,2,2,32.26,-1.988150896446897
OONCNNCO,123.11199999999998,-2.0179,5,6,85.78,-2.854993663515482
OCONOCNOCOON,185.13599999999997,-2.352899999999999,4,9,116.46000000000001,-2.8718125177064557
NCOONON,109.08500000000001,-1.8392999999999997,3,6,91.76,-0.5642885472482344
CONOONNNON,155.114,-2.6803,5,9,111.06,-3.9410228970539256
ONCONNCC,121.14,-1.0316000000000003,4,5,65.55,-1.689530445990499
OCOCNOCNCN,151.16599999999997,-2.105199999999999,4,6,88.77,-2.7140851209597003
CNCNNC,89.142,-1.1126999999999994,3,3,36.089999999999996,-1.0639658426046639
COCCCONOOOCONN,213.19,-1.3086999999999984,3,9,105.46000000000001,-2.123896124747257
CNNNNOON,123.116,-2.5435,5,7,92.6,-1.2321617748452516
OOOCNCOCCNOO,184.148,-1.076999999999999,4,8,101.44000000000001,-3.457301168528592
NOCONOCCOCCNN,196.207,-2.2330999999999985,4,8,113.02000000000001,-1.3169846959311342
OCCNNCOON,137.13899999999998,-2.1476999999999995,4,6,88.77,-2.1208892407436526
CCOOCCONOCNOCC,210.23,-0.0941000000000003,2,7,70.21000000000001,-2.5368132945463824
NNOCNONNNCCCCN,209.25399999999993,-2.887299999999998,7,9,130.65,-3.8908967416373543
NNCCNNOONOCONN,213.19799999999998,-3.804299999999998,7,11,149.11,-1.0979526384620404
COCCOONCNNN,166.181,-1.988999999999998,4,7,89.8,-2.334140047263927
NCNNOCO,107.11299999999999,-2.1218000000000004,4,5,79.54,-1.889219576870032
OOONN,80.043,-1.2141000000000002,3,5,76.74,-3.1006153360042847
NONNNO,94.07399999999998,-2.2203,5,6,91.57000000000001,-0.9688058187335671
OONOCC,93.082,-0.06790000000000007,2,4,50.72,-2.761497752806229
NONCNONNNOC,168.15699999999998,-3.064799999999998,6,9,113.86000000000001,-1.2069858825769766
OCCCNNCCCNCO,177.248,-1.6074999999999986,5,5,76.55,-2.9269070245228814
CCNNCCN,103.16900000000001,-0.9407999999999994,3,3,50.08,-2.298197349696543
NOCNCNCNNCNCN,193.255,-3.5140999999999982,7,8,121.42,-1.3466120024942994
OCNOONONNOCC,184.152,-2.2140999999999993,5,9,105.27000000000001,-1.8591184706684263
ONNNNNOCOOOOOC,217.13799999999998,-2.7544999999999966,6,12,135.76000000000002,-2.680266658676796
NNNNN,77.09100000000001,-2.6674000000000007,5,5,88.13,-2.547870359105022
CONCCNNN,120.15600000000002,-1.8946999999999985,4,5,71.34,-2.4902641824435987
OOOCC,78.06700000000001,0.42749999999999994,1,3,38.69,-2.4702513566606927
CCONO,77.083,-0.08330000000000004,2,3,41.489999999999995,-0.6527130308655746
NNNNCNNNCC,149.202,-2.964899999999999,7,7,98.2,-2.0818616313862313
NCCCOCOOOONNC,197.191,-1.2402999999999984,3,8,96.23000000000002,-1.45774988780162
CONOOOCCOCCNC,196.20299999999997,-0.8317999999999994,2,7,70.21000000000001,-0.830025136159362
NOONNOOON,142.07099999999997,-2.5140000000000002,4,9,122.25000000000001,-2.3979282845087497
OOCNCOOCNNNCN,197.19500000000002,-2.5986999999999982,6,9,122.06,-0.3370746321388147
NCNOCCOCCN,149.194,-1.6008999999999975,3,5,82.53,-1.817193129153136
OOOCCCNCOOO,169.133,-0.23400000000000004,3,7,89.41000000000001,-0.7824653727061421
NCOOO,79.05499999999999,-0.6762000000000001,2,4,64.71000000000001,-0.07538200302895315
NCCCOCCNNCCO,177.248,-1.5616999999999979,4,5,79.54,0.05237369914956691
NCOOCNOOCN,153.13799999999998,-1.8226999999999993,3,7,100.99000000000001,-0.5034574762290538
OCNNCCCN,119.16800000000002,-1.6207999999999991,4,4,70.31,-1.0855116779905365
CNCNCNNNNCOOO,196.21099999999998,-2.8074999999999974,7,9,110.87,-2.6487381115787825
CNCOONOC,122.124,-0.8225000000000005,2,5,51.75,-2.7807805038691136
COCCN,75.111,-0.4084999999999998,1,2,35.25,-2.0181604338576906
COCNCCONOCOCO,196.20299999999997,-1.4433999999999985,3,7,81.21000000000001,-1.9033095976852223
NCONC,76.099,-0.9463999999999999,2,3,47.28,-3.2220485492972206
CNONONCCCOOC,181.19199999999998,-0.9536999999999998,3,7,73.01,-1.6361976944244265
ONONC,78.07100000000001,-0.9688000000000001,3,4,53.519999999999996,-2.5383775205938517
ONCNOCCN,121.14000000000001,-1.5973999999999986,4,5,79.53999999999999,-0.7104084557078856
ONCNNCCNONCCNC,208.266,-2.737899999999997,7,8,101.64,-3.4049569411633023
OOCNCNNNOOOOOO,218.12199999999999,-2.289599999999999,6,12,143.96,-2.7646196632511533
ONCCCOCCOOC,165.189,-0.050100000000000255,2,5,59.95,-2.5613757989597934
NNNNCCONNNCOOC,211.226,-3.4751999999999983,7,10,125.89000000000001,-1.1800181839069424
COOCNOCN,122.124,-1.040699999999999,2,5,65.74,-1.32614499347215
NCONCOC,106.125,-0.9722999999999999,2,4,56.510000000000005,-1.3703397147898124
CCCCNNOCONOOC,195.219,-0.21599999999999975,3,7,73.01,-2.9439643131499604
NCONOOCC,122.124,-0.6931,2,5,65.74000000000001,-1.176695566746254
NONNCNNNN,137.147,-3.6841,7,8,121.42,-3.1227769181120335
NCCNCOCOCCN,163.22099999999998,-1.5583999999999982,3,5,82.53,-2.4492157113275064
OOCNNO,94.06999999999998,-1.0831,4,5,73.75,-2.2585460277955858
CCOOONCCOCOOC,197.18699999999998,-0.05720000000000014,1,7,67.41000000000001,-3.3064823144203057
OCCCNNNOOCN,166.18099999999998,-2.2529999999999983,5,7,100.8,-1.4982839332771078
OOONNCN,109.08500000000001,-1.6669999999999998,4,6,88.77,-1.570129322668407
COOONCOOC,139.107,-0.4639000000000002,1,6,58.18000000000001,-1.1872249661305299
OOCNNOOO,126.06799999999997,-1.1360999999999999,4,7,92.21000000000001,-1.1924879938946389
NONONOCCNNO,169.14100000000002,-2.767499999999999,6,9,122.06000000000002,-1.3011913870399794
